"biom_desc","circn","coordinates","gene","hallm","mm9_circ","prob_coding","refseqid","spliced_length","strand","HA_tr_2","X03_697_tr_2","X1R_tr_2","X3R_tr_2"
"mitogen-activated_protein_kinase_kinase_kinase_1_","hsa_circ_0001485","chr5:56160560-56161804","MAP3K1","_HYPOXIA","none","0.140722503625","NM_005921","nA","+",0.342995229469906,0.368158884752069,2.92403265689628,3.81284398785214
"GC-rich_promoter_binding_protein_1_","hsa_circ_0001486","chr5:56526672-56527148","GPBP1","_HYPOXIA","none","0.210058688139788","NM_001127236","nA","-",0,0,0.24366938807469,0.103986654214149
"GC-rich_promoter_binding_protein_1_","hsa_circ_0072546","chr5:56542126-56543042","GPBP1","_HYPOXIA","none","0.183949145538526","NM_001127236","nA","-",0.0762211621044236,0,0.32489251743292,0.0693244361427662
"GC-rich_promoter_binding_protein_1_","hsa_circ_0002775","chr5:56542126-56545403","GPBP1","_HYPOXIA","none","0.739718502830478","NM_001127236","nA","+",0.114331743156635,0,0,0.173311090356915
"DEP_domain_containing_1B_","hsa_circ_0002512","chr5:59934576-59943360","DEPDC1B","_HYPOXIA","none","0.698322681662142","NM_001145208","nA","+",0,0,0.64978503486584,0.485271052999363
"DEP_domain_containing_1B_","hsa_circ_0072576","chr5:59938638-59943360","DEPDC1B","_HYPOXIA","none","0.41589231676316","NM_001145208","nA","+",0,0,0,0.138648872285532
"DEP_domain_containing_1B_","hsa_circ_0072577","chr5:59982788-59983054","DEPDC1B","_HYPOXIA","none","0.325610553700034","NM_001145208","nA","+",0,0,0,0.173311090356915
"zinc_finger_SWIM-type_containing_6_","hsa_circ_0005399","chr5:60768507-60768864","ZSWIM6","_HYPOXIA","none","0.0627787477303934","NM_020928","nA","-",0.114331743156635,0,3.16770204497097,0.207973308428299
"zinc_finger_SWIM-type_containing_6_","hsa_circ_0006381","chr5:60768507-60790237","ZSWIM6","_HYPOXIA","none","0.810307286550105","NM_020928","nA","-",0.0762211621044236,0,0.32489251743292,0
"importin_11_","hsa_circ_0007915","chr5:61745753-61747760","IPO11","_COMPLEMENT","none","0.0726254758356058","NM_016338","nA","-",0,0,1.13712381101522,0.277297744571065
"leucine_rich_repeat_containing_70_","hsa_circ_0072651","chr5:61846193-61887499","LRRC70","_COMPLEMENT","none","0.497955642873555","NM_181506","nA","-",0.0762211621044236,0,0.32489251743292,0
"leucine_rich_repeat_containing_70_","hsa_circ_0002107","chr5:61846193-61897675","LRRC70","_COMPLEMENT","none","0.752009684784995","NM_181506","nA","-",0,0,0.48733877614938,0
"centrosomal_protein_72_","hsa_circ_0071653","chr5:619104-620376","CEP72","_MITOTIC_SPINDLE","none","0.897109714710741","NM_018140","nA","+",0.0762211621044236,0.105188252786305,1.05590068165699,0.901217669855961
"centrosomal_protein_72_","hsa_circ_0071654","chr5:619104-624694","CEP72","_MITOTIC_SPINDLE","none","0.962751988880757","NM_018140","nA","-",0,0,0.16244625871646,0
"ADAM_metallopeptidase_with_thrombospondin_type_1_motif_6_","hsa_circ_0008667","chr5:64466443-64492978","ADAMTS6","_COMPLEMENT","none","0.728494650067218","NM_197941","nA","+",0,0,0.16244625871646,0
"ADAM_metallopeptidase_with_thrombospondin_type_1_motif_6_","hsa_circ_0072688","chr5:64747301-64769779","ADAMTS6","_MITOTIC_SPINDLE","none","0.99931950812525","NM_197941","nA","-",0.114331743156635,0,0,0
"centromere_protein_K_","unknown","chr5:64824278-64838675","CENPK","_HYPOXIA","none","nA","NM_001267038","nA","+",0,0,0,0.0693244361427662
"small_glutamine_rich_tetratricopeptide_repeat_containing_beta_","hsa_circ_0003919","chr5:64976320-64981299","SGTB","_HYPOXIA","none","0.147166332716975","NM_019072","nA","+",0,0,0,0.0693244361427662
"neurolysin_","hsa_circ_0072711","chr5:65054393-65054653","NLN","_COMPLEMENT","none","0.364957813504232","NM_020726","nA","-",0,0,0.16244625871646,0
"erbb2_interacting_protein_","hsa_circ_0001492","chr5:65284462-65290692","ERBIN","_HYPOXIA","none","0.239443367297435","NM_001006600","nA","+",0,0.157782379179458,3.00525578625451,1.07452876021288
"erbb2_interacting_protein_","hsa_circ_0001493","chr5:65284462-65310553","ERBIN","_COMPLEMENT","none","0.755376686369334","NM_001006600","nA","-",0,0,0.893454422940531,0.415946616856597
"erbb2_interacting_protein_","hsa_circ_0001494","chr5:65307876-65310553","ERBIN","_COMPLEMENT","none","0.000405509757213211","NM_001006600","nA","-",0,0,0.56856190550761,0.173311090356915
"erbb2_interacting_protein_","hsa_circ_0072732","chr5:65349233-65350779","ERBIN","_COMPLEMENT","none","0.999970774133258","NM_001006600","nA","-",0.114331743156635,0,0.16244625871646,0
"NOP2/Sun_RNA_methyltransferase_family_member_2_","hsa_circ_0001466","chr5:6604250-6605521","NSUN2","_MITOTIC_SPINDLE","none","0.520572428504774","NM_001193455","nA","+",0,0,0.24366938807469,0.207973308428299
"NOP2/Sun_RNA_methyltransferase_family_member_2_","hsa_circ_0009053","chr5:6622128-6625782","NSUN2","_MITOTIC_SPINDLE","none","0.139665993024894","NM_001193455","nA","+",0,0,0.48733877614938,0.103986654214149
"terminal_nucleotidyltransferase_4A_","hsa_circ_0008903","chr5:6737622-6746540","TENT4A","_MITOTIC_SPINDLE","none","0.993805306371574","NM_001171805","nA","+",0,0,0.812231293582301,0.103986654214149
"phosphoinositide-3-kinase_regulatory_subunit_1_","hsa_circ_0006411","chr5:67522117-67522837","PIK3R1","_ESTROGEN_RESPONSE_EARLY","none","0.546375452605372","NM_181523","nA","-",0,0,0.32489251743292,0.138648872285532
"solute_carrier_family_30_member_5_","hsa_circ_0005839","chr5:68400457-68410323","SLC30A5","_UNFOLDED_PROTEIN_RESPONSE","none","0.0988183158049864","NM_001251969","nA","-",0,0,0.24366938807469,0
"cyclin_B1_","hsa_circ_0001495","chr5:68470703-68471364","CCNB1","_HYPOXIA","none","0.606959550331545","NM_031966","nA","+",0.152442324208847,0.105188252786305,2.59914013946336,0.901217669855961
"centromere_protein_H_","unknown","chr5:68487621-68492936","CENPH","_UNFOLDED_PROTEIN_RESPONSE","none","nA","NM_022909","nA","-",0,0,0.24366938807469,0.138648872285532
"RAD17_checkpoint_clamp_loader_component_","unknown","chr5:68669656-68670538","RAD17","_SPERMATOGENESIS","none","nA","NM_133343","nA","-",0,0,0.16244625871646,0
"B_double_prime_1__subunit_of_RNA_polymerase_III_transcription_initiation_factor_IIIB_","hsa_circ_0072901","chr5:70844508-70845433","BDP1","_SPERMATOGENESIS","none","0.0298802422213488","NM_018429","nA","-",0,0,0.24366938807469,0.138648872285532
"methylcrotonoyl-CoA_carboxylase_2_","hsa_circ_0072904","chr5:70888752-70900295","MCCC2","_XENOBIOTIC_METABOLISM","none","0.852313565406506","NM_022132","nA","-",0,0.105188252786305,0.731008164224071,0.207973308428299
"transportin_1_","hsa_circ_0002692","chr5:72157634-72161556","TNPO1","_SPERMATOGENESIS","none","0.00363485183674492","NM_002270","nA","-",0,0,1.70568571652283,0.242635526499682
"transportin_1_","hsa_circ_0006621","chr5:72182896-72185784","TNPO1","_SPERMATOGENESIS","none","0.651831393508741","NM_002270","nA","-",0,0,0.24366938807469,0.0693244361427662
"transportin_1_","hsa_circ_0072940","chr5:72183904-72185784","TNPO1","_SPERMATOGENESIS","none","0.653732862773913","NM_002270","nA","-",0,0,0.16244625871646,0
"FCH_domain_only_2_","hsa_circ_0003571","chr5:72354259-72373320","FCHO2","_SPERMATOGENESIS","none","0.0343526901744221","NM_001146032","nA","+",0.0762211621044236,0,0.56856190550761,0
"FCH_domain_only_2_","hsa_circ_0002490","chr5:72370568-72373320","FCHO2","_SPERMATOGENESIS","none","0.0349506108185558","NM_001146032","nA","-",0.266774067365483,0,3.2489251743292,0
"ankyrin_repeat_family_A_member_2_","unknown","chr5:72850146-72857113","ANKRA2","_P53_PATHWAY","none","nA","NM_023039","nA","-",0,0,0.32489251743292,0
"ectodermal-neural_cortex_1_","hsa_circ_0006859","chr5:73930508-73932323","ENC1","_P53_PATHWAY","none","0.999999972690817","NM_001256574","nA","+",0,0,0.24366938807469,0
"hexosaminidase_subunit_beta_","hsa_circ_0007559","chr5:74011334-74012498","HEXB","_P53_PATHWAY","none","0.000129964891509818","NM_000521","nA","-",0,0,0.16244625871646,0.103986654214149
"G_elongation_factor_mitochondrial_2_","unknown","chr5:74041502-74046492","GFM2","_P53_PATHWAY","none","nA","NM_001281302","nA","+",0,0,0.64978503486584,0.242635526499682
"3-hydroxy-3-methylglutaryl-CoA_reductase_","hsa_circ_0073036","chr5:74639677-74641483","HMGCR","_MTORC1_SIGNALING","none","0.00221636582470715","NM_000859","nA","-",0,0,0.16244625871646,0.0693244361427662
"POC5_centriolar_protein_","hsa_circ_0073056","chr5:74981031-74988325","POC5","_MTORC1_SIGNALING","none","0.97831247681528","NM_152408","nA","+",0,0,0.24366938807469,0.103986654214149
"POC5_centriolar_protein_","hsa_circ_0073057","chr5:74981031-74998635","POC5","_MTORC1_SIGNALING","none","0.999599071954578","NM_152408","nA","-",0,0,0.32489251743292,0.0693244361427662
"angiogenic_factor_with_G-patch_and_FHA_domains_1_","hsa_circ_0008620","chr5:76342171-76344097","AGGF1","_UV_RESPONSE_DN","none","0.719866387127891","NM_018046","nA","-",0,0,0.40611564679115,0.0693244361427662
"WD_repeat_domain_41_","hsa_circ_0008089","chr5:76745584-76759051","WDR41","_HYPOXIA","none","0.00101152983873158","NM_018268","nA","+",0,0,0,0.103986654214149
"WD_repeat_domain_41_","hsa_circ_0008861","chr5:76745584-76760634","WDR41","_UV_RESPONSE_DN","none","0.00100881851413075","NM_018268","nA","-",0,0,0.731008164224071,0.485271052999363
"WD_repeat_domain_41_","hsa_circ_0001498","chr5:76758919-76760634","WDR41","_UV_RESPONSE_DN","none","0.000121349652698474","NM_018268","nA","+",0,0,1.05590068165699,0.485271052999363
"adaptor_related_protein_complex_3_subunit_beta_1_","hsa_circ_0008164","chr5:77385216-77425131","AP3B1","_PROTEIN_SECRETION","none","0.0118552282662414","NM_001271769","nA","+",0.152442324208847,0,0.893454422940531,0
"adaptor_related_protein_complex_3_subunit_beta_1_","hsa_circ_0001501","chr5:77423853-77461496","AP3B1","_PROTEIN_SECRETION","none","0.860755324682514","NM_001271769","nA","+",0,0,0.40611564679115,0.0693244361427662
"secretory_carrier_membrane_protein_1_","hsa_circ_0073111","chr5:77684660-77717784","SCAMP1","_PROTEIN_SECRETION","none","0.403753913951966","NM_004866","nA","-",0,0,0,0.103986654214149
"secretory_carrier_membrane_protein_1_","hsa_circ_0002186","chr5:77711343-77717784","SCAMP1","_PROTEIN_SECRETION","none","0.404783928596938","NM_004866","nA","+",0.0762211621044236,0,0.64978503486584,0.55459548914213
"homer_scaffold_protein_1_","hsa_circ_0073128","chr5:78692645-78752841","HOMER1","_GLYCOLYSIS","none","0.991253693977909","NM_001277077","nA","+",0,0,0,0.138648872285532
"homer_scaffold_protein_1_","hsa_circ_0006916","chr5:78734832-78752841","HOMER1","_GLYCOLYSIS","none","0.583234626048694","NM_001277077","nA","-",0.381105810522118,0.105188252786305,3.81748707983681,1.80243533971192
"terminal_nucleotidyltransferase_2_","unknown","chr5:78915434-78915906","TENT2","_PROTEIN_SECRETION","none","nA","NM_001114393","nA","-",0,0,0.16244625871646,0
"terminal_nucleotidyltransferase_2_","hsa_circ_0002260","chr5:78936673-78964851","TENT2","_PROTEIN_SECRETION","none","0.0799053338382513","NM_001114393","nA","-",0,0,0.48733877614938,0.207973308428299
"terminal_nucleotidyltransferase_2_","hsa_circ_0008517","chr5:78952780-78964851","TENT2","_PROTEIN_SECRETION","none","0.00535556961083761","NM_001114393","nA","-",0,0,0.40611564679115,0
"terminal_nucleotidyltransferase_2_","hsa_circ_0073156","chr5:78952780-78977884","TENT2","_PROTEIN_SECRETION","none","0.121019845710457","NM_001114393","nA","-",0,0,0.48733877614938,0
"terminal_nucleotidyltransferase_2_","hsa_circ_0005398","chr5:78964714-78977884","TENT2","_PROTEIN_SECRETION","none","0.12127671593355","NM_001114393","nA","-",0,0,0.16244625871646,0
"serine_incorporator_5_","unknown","chr5:79441912-79454785","SERINC5","_PROTEIN_SECRETION","none","nA","NM_001174072","nA","+",0,0,0.32489251743292,0.103986654214149
"serine_incorporator_5_","hsa_circ_0073160","chr5:79441912-79462301","SERINC5","_PROTEIN_SECRETION","none","0.0267472826459614","NM_001174072","nA","+",0,0,0.24366938807469,0.0693244361427662
"serine_incorporator_5_","hsa_circ_0073161","chr5:79441912-79473886","SERINC5","_GLYCOLYSIS","none","0.999549495173722","NM_001174072","nA","+",0,0,0,0.0693244361427662
"serine_incorporator_5_","unknown","chr5:79446704-79473886","SERINC5","_PROTEIN_SECRETION","none","nA","NM_001174072","nA","-",0,0,0.24366938807469,0
"serine_incorporator_5_","unknown","chr5:79454658-79462301","SERINC5","_PROTEIN_SECRETION","none","nA","NM_001174072","nA","+",0.114331743156635,0,0.32489251743292,0
"serine_incorporator_5_","unknown","chr5:79454658-79473886","SERINC5","_GLYCOLYSIS","none","nA","NM_001174072","nA","-",0,0,0,0.207973308428299
"serine_incorporator_5_","unknown","chr5:79470776-79473886","SERINC5","_PROTEIN_SECRETION","none","nA","NM_001174072","nA","+",0,0,0.40611564679115,0
"mutS_homolog_3_","unknown","chr5:79960961-79974912","MSH3","_PROTEIN_SECRETION","none","nA","NM_002439","nA","-",0,0,0.24366938807469,0
"mutS_homolog_3_","hsa_circ_0073177","chr5:80063751-80088663","MSH3","_GLYCOLYSIS","none","0.615852499490117","NM_002439","nA","-",0.0762211621044236,0.105188252786305,0,0.173311090356915
"mutS_homolog_3_","hsa_circ_0001508","chr5:80071512-80088663","MSH3","_GLYCOLYSIS","none","0.390369304969203","NM_002439","nA","-",0,0,0,0.242635526499682
"single_stranded_DNA_binding_protein_2_","unknown","chr5:80756873-80809536","SSBP2","_PROTEIN_SECRETION","none","nA","NM_001256732","nA","+",0,0,0.24366938807469,0
"single_stranded_DNA_binding_protein_2_","hsa_circ_0073222","chr5:80911291-80946158","SSBP2","_PROTEIN_SECRETION","none","0.00417499533573256","NM_001256732","nA","+",0.152442324208847,0,4.30482585598619,0.346622180713831
"RAS_p21_protein_activator_1_","hsa_circ_0004317","chr5:86627164-86649052","RASA1","_HEDGEHOG_SIGNALING","none","0.957678016703803","NM_002890","nA","-",0,0,0,0.0693244361427662
"myocyte_enhancer_factor_2C_","unknown","chr5:88044886-88057145","MEF2C","_MYOGENESIS","none","nA","NM_001193348","nA","+",0,0,0.40611564679115,0.0693244361427662
"multiple_C2_and_transmembrane_domain_containing_1_","hsa_circ_0001512","chr5:94224583-94248681","MCTP1","_MYOGENESIS","none","0.97509234673239","NM_001002796","nA","+",0,0,0.32489251743292,0
"multiple_C2_and_transmembrane_domain_containing_1_","hsa_circ_0073396","chr5:94244955-94248681","MCTP1","_MYOGENESIS","none","0.391506728099661","NM_001002796","nA","+",0,0,0.16244625871646,0
"multiple_C2_and_transmembrane_domain_containing_1_","hsa_circ_0008417","chr5:94244955-94259726","MCTP1","_MYOGENESIS","none","0.389705602447807","NM_001002796","nA","-",0,0,0.24366938807469,0
"Rho_related_BTB_domain_containing_3_","hsa_circ_0007444","chr5:95091099-95099324","RHOBTB3","_ESTROGEN_RESPONSE_EARLY","none","0.764560579341126","NM_014899","nA","+",0.381105810522118,1.15707078064936,3.97993333855327,5.337981582993
"Rho_related_BTB_domain_containing_3_","hsa_circ_0006725","chr5:95099211-95119667","RHOBTB3","_ESTROGEN_RESPONSE_EARLY","none","0.855052358689736","NM_014899","nA","-",0,0,0.32489251743292,0.0693244361427662
"chromodomain_helicase_DNA_binding_protein_1_","hsa_circ_0073486","chr5:98204198-98208259","CHD1","_ESTROGEN_RESPONSE_EARLY","none","0.83093979432434","NM_001270","nA","+",0,0,0.24366938807469,0
"chromodomain_helicase_DNA_binding_protein_1_","unknown","chr5:98215255-98217079","CHD1","_ESTROGEN_RESPONSE_EARLY","none","nA","NM_001270","nA","+",0,0,0.812231293582301,0.103986654214149
"cyclin_C_","hsa_circ_0003326","chr6:100006372-100009557","CCNC","_G2M_CHECKPOINT","none","0.0171873460694525","NM_001013399","nA","+",0,0,0.32489251743292,0
"activating_signal_cointegrator_1_complex_subunit_3_","hsa_circ_0001632","chr6:101214440-101253756","ASCC3","_TNFA_SIGNALING_VIA_NFKB","none","0.99088070028728","NM_006828","nA","+",0.0762211621044236,0,0,0
"HECT_domain_and_ankyrin_repeat_containing_E3_ubiquitin_protein_ligase_1_","hsa_circ_0006993","chr6:105192034-105198347","HACE1","_G2M_CHECKPOINT","none","0.296978893338597","NM_020771","nA","+",0,0,0.32489251743292,0
"HECT_domain_and_ankyrin_repeat_containing_E3_ubiquitin_protein_ligase_1_","hsa_circ_0077519","chr6:105280916-105291173","HACE1","_G2M_CHECKPOINT","none","0.407369157885799","NM_020771","nA","+",0,0,0.40611564679115,0
"autophagy_related_5_","hsa_circ_0006490","chr6:106696024-106740981","ATG5","_G2M_CHECKPOINT","none","0.0655270078656011","NM_004849","nA","-",0,0,0.32489251743292,0
"autophagy_related_5_","unknown","chr6:106696024-106756366","ATG5","_G2M_CHECKPOINT","none","nA","NM_004849","nA","+",0,0,0.24366938807469,0
"PAK1_interacting_protein_1_","hsa_circ_0005917","chr6:10702601-10702872","PAK1IP1","_MTORC1_SIGNALING","none","0.00211468332714923","NM_017906","nA","-",0,0,0.32489251743292,0.0693244361427662
"reticulon_4_interacting_protein_1_","hsa_circ_0008514","chr6:107031202-107050797","RTN4IP1","_G2M_CHECKPOINT","none","0.629706374442987","NM_032730","nA","-",0,0,0.32489251743292,0
"PAK1_interacting_protein_1_","hsa_circ_0008053","chr6:10703637-10705077","PAK1IP1","_MTORC1_SIGNALING","none","0.0117949307151721","NM_017906","nA","+",0,0,0.24366938807469,0.0693244361427662
"sine_oculis_binding_protein_homolog_","hsa_circ_0001633","chr6:107824860-107827631","SOBP","_G2M_CHECKPOINT","none","0.346180607161865","NM_018013","nA","+",0.0762211621044236,0,0.974677552298761,0
"SEC63_homolog__protein_translocation_regulator_","hsa_circ_0005115","chr6:108233919-108246136","SEC63","_G2M_CHECKPOINT","none","0.162437337948001","NM_007214","nA","+",0,0,0.24366938807469,0
"SEC63_homolog__protein_translocation_regulator_","hsa_circ_0001635","chr6:108243000-108250718","SEC63","_G2M_CHECKPOINT","none","0.111981313326148","NM_007214","nA","+",0.0762211621044236,0,0.893454422940531,0.0693244361427662
"synaptonemal_complex_protein_2_like_","unknown","chr6:10894099-10898348","SYCP2L","_MTORC1_SIGNALING","none","nA","NM_001040274","nA","+",0,0,0,0.381284398785214
"synaptonemal_complex_protein_2_like_","hsa_circ_0075625","chr6:10935290-10956475","SYCP2L","_MTORC1_SIGNALING","none","0.000527931545777983","NM_001040274","nA","+",0,0,0,0.242635526499682
"synaptonemal_complex_protein_2_like_","hsa_circ_0075629","chr6:10961537-10964076","SYCP2L","_MTORC1_SIGNALING","none","0.173209754898801","NM_001040274","nA","+",0,0,0,0.346622180713831
"zinc_finger_and_BTB_domain_containing_24_","hsa_circ_0077605","chr6:109796601-109798133","ZBTB24","_HYPOXIA","none","0.353733988564135","NM_014797","nA","+",0,0,0.24366938807469,0
"cell_division_cycle_40_","unknown","chr6:110538904-110541072","CDC40","_HYPOXIA","none","nA","NM_015891","nA","-",0,0,0.24366938807469,0
"cyclin_dependent_kinase_19_","hsa_circ_0002160","chr6:110988636-111067404","CDK19","_HYPOXIA","none","0.275195258197744","NM_015076","nA","-",0.0762211621044236,0,0.24366938807469,0.138648872285532
"cyclin_dependent_kinase_19_","unknown","chr6:111067328-111095140","CDK19","_HYPOXIA","none","nA","NM_015076","nA","+",0,0,0.16244625871646,0
"adenosylmethionine_decarboxylase_1_","hsa_circ_0005954","chr6:111208707-111211559","AMD1","_G2M_CHECKPOINT","none","0.0416949875925692","NM_001634","nA","-",0.0762211621044236,0,1.86813197523929,0.242635526499682
"major_facilitator_superfamily_domain_containing_4B_","hsa_circ_0001638","chr6:111583459-111585149","MFSD4B","_G2M_CHECKPOINT","none","0.0438139267472604","NM_153369","nA","-",0,0,0.812231293582301,0.0693244361427662
"REV3_like__DNA_directed_polymerase_zeta_catalytic_subunit_","hsa_circ_0077655","chr6:111708967-111714175","REV3L","_DNA_REPAIR","none","0.179418049950025","NM_002912","nA","+",0,0,0.24366938807469,0
"REV3_like__DNA_directed_polymerase_zeta_catalytic_subunit_","hsa_circ_0077656","chr6:111708967-111737675","REV3L","_DNA_REPAIR","none","0.994635514699654","NM_002912","nA","+",0.0762211621044236,0,0.24366938807469,0
"REV3_like__DNA_directed_polymerase_zeta_catalytic_subunit_","hsa_circ_0077659","chr6:111726672-111737675","REV3L","_DNA_REPAIR","none","0.234413319084638","NM_002912","nA","+",0.0762211621044236,0,0.16244625871646,0
"REV3_like__DNA_directed_polymerase_zeta_catalytic_subunit_","hsa_circ_0077660","chr6:111726672-111793343","REV3L","_DNA_REPAIR","none","0.0372695820088104","NM_002912","nA","+",0,0,0.24366938807469,0
"zinc_finger_containing_ubiquitin_peptidase_1_","hsa_circ_0077705","chr6:116966876-116982009","ZUP1","_MITOTIC_SPINDLE","none","0.999067744016834","NM_145062","nA","+",0,0,0,0.103986654214149
"karyopherin_subunit_alpha_5_","unknown","chr6:117010482-117026323","KPNA5","_DNA_REPAIR","none","nA","NM_002269","nA","-",0.0762211621044236,0,0,0
"karyopherin_subunit_alpha_5_","hsa_circ_0001639","chr6:117019866-117026323","KPNA5","_G2M_CHECKPOINT","none","0.015276652174881","NM_002269","nA","-",0.228663486313271,0.210376505572611,1.21834694037345,0.138648872285532
"phospholamban_","hsa_circ_0077736","chr6:118832460-118887479","PLN","_MITOTIC_SPINDLE","none","0.995844207535058","NM_002667","nA","-",0,0,0,0.242635526499682
"ring_finger_protein_217_","unknown","chr6:125317720-125330428","RNF217","_XENOBIOTIC_METABOLISM","none","nA","NM_152553","nA","-",0,0,0.16244625871646,0
"ring_finger_protein_217_","hsa_circ_0008536","chr6:125366356-125379252","RNF217","_XENOBIOTIC_METABOLISM","none","0.158988123429012","NM_152553","nA","-",0,0,0.731008164224071,0
"NaN","hsa_circ_0001640","chr6:131276244-131277639","unkn","_DNA_REPAIR","none","0.997406600220616","NM_001199389","nA","+",0.114331743156635,0,0,0
"A-kinase_anchoring_protein_7_","unknown","chr6:131466424-131490413","AKAP7","_APICAL_SURFACE","none","nA","NM_016377","nA","-",0.0762211621044236,0.105188252786305,0.32489251743292,0
"mediator_complex_subunit_23_","unknown","chr6:131914145-131924344","MED23","_XENOBIOTIC_METABOLISM","none","nA","NM_001270521","nA","+",0,0,0.16244625871646,0
"phosphatase_and_actin_regulator_1_","unknown","chr6:13206046-13230425","PHACTR1","_MTORC1_SIGNALING","none","nA","NM_001242648","nA","-",0,0,0,0.0693244361427662
"phosphatase_and_actin_regulator_1_","hsa_circ_0002268","chr6:13228047-13230425","PHACTR1","_MTORC1_SIGNALING","none","0.932628397442568","NM_001242648","nA","+",0,0,0,0.173311090356915
"EYA_transcriptional_coactivator_and_phosphatase_4_","unknown","chr6:133782251-133804253","EYA4","_PROTEIN_SECRETION","none","nA","NM_004100","nA","-",0,0,0.16244625871646,0
"HBS1_like_translational_GTPase_","hsa_circ_0001641","chr6:135360710-135363264","HBS1L","_PROTEIN_SECRETION","none","0.285743640019225","NM_001145158","nA","-",0,0,0.40611564679115,0.311959962642448
"MYB_proto-oncogene__transcription_factor_","unknown","chr6:135522776-135524462","MYB","_ESTROGEN_RESPONSE_EARLY","none","nA","NM_005375","nA","-",0,0,0.16244625871646,0.103986654214149
"sirtuin_5_","hsa_circ_0007218","chr6:13579682-13584457","SIRT5","_MTORC1_SIGNALING","none","0.0679729710245386","NM_031244","nA","-",0.0762211621044236,0,1.54323945780637,0.381284398785214
"RAN_binding_protein_9_","hsa_circ_0001577","chr6:13632601-13644961","RANBP9","_MITOTIC_SPINDLE","none","0.995764632689818","NM_005493","nA","+",0.190552905261059,0.105188252786305,0.56856190550761,0.311959962642448
"RAN_binding_protein_9_","hsa_circ_0075650","chr6:13632601-13659064","RANBP9","_MITOTIC_SPINDLE","none","0.999929323769974","NM_005493","nA","-",0,0,0.16244625871646,0.138648872285532
"RAN_binding_protein_9_","hsa_circ_0001578","chr6:13639794-13644961","RANBP9","_MITOTIC_SPINDLE","none","0.695586214627968","NM_005493","nA","+",0.152442324208847,0,0.812231293582301,0.55459548914213
"RAN_binding_protein_9_","hsa_circ_0075663","chr6:13652890-13697128","RANBP9","_MITOTIC_SPINDLE","none","0.16166731077","NM_005493","nA","+",0,0,1.05590068165699,0
"mitogen-activated_protein_kinase_kinase_kinase_5_","hsa_circ_0009034","chr6:136990420-137019820","MAP3K5","_APICAL_SURFACE","none","0.989865008263081","NM_005923","nA","-",0,0,0,0.311959962642448
"mitogen-activated_protein_kinase_kinase_kinase_5_","hsa_circ_0006554","chr6:137015277-137018525","MAP3K5","_ESTROGEN_RESPONSE_EARLY","none","0.0755999597838443","NM_005923","nA","-",0.114331743156635,0,0.16244625871646,0.207973308428299
"mitogen-activated_protein_kinase_kinase_kinase_5_","hsa_circ_0006856","chr6:137015277-137019820","MAP3K5","_APICAL_SURFACE","none","0.965366182017526","NM_005923","nA","+",0,0.105188252786305,1.21834694037345,0.727906579499045
"NHS_like_1_","hsa_circ_0006835","chr6:138794442-138817508","NHSL1","_ESTROGEN_RESPONSE_EARLY","none","0.0640329744959046","NM_001144060","nA","+",0,0,0.24366938807469,0.103986654214149
"RALBP1_associated_Eps_domain_containing_1_","hsa_circ_0078017","chr6:139228631-139229953","REPS1","_ESTROGEN_RESPONSE_EARLY","none","0.000731176280975529","NM_001128617","nA","+",0,0,0.16244625871646,0.0693244361427662
"RALBP1_associated_Eps_domain_containing_1_","hsa_circ_0078018","chr6:139228631-139235898","REPS1","_ESTROGEN_RESPONSE_EARLY","none","0.203500625305043","NM_001128617","nA","-",0,0,0.24366938807469,0.103986654214149
"RALBP1_associated_Eps_domain_containing_1_","hsa_circ_0078019","chr6:139228631-139237113","REPS1","_ESTROGEN_RESPONSE_EARLY","none","0.981572700432818","NM_001128617","nA","+",0,0,0.16244625871646,0
"RALBP1_associated_Eps_domain_containing_1_","hsa_circ_0004368","chr6:139264649-139265759","REPS1","_ESTROGEN_RESPONSE_EARLY","none","0.147861938657479","NM_001128617","nA","+",0.152442324208847,0,2.84280952753805,0.485271052999363
"peroxisomal_biogenesis_factor_3_","unknown","chr6:143792097-143795993","PEX3","_ESTROGEN_RESPONSE_EARLY","none","nA","NM_003630","nA","-",0,0,0.16244625871646,0.0693244361427662
"phosphatase_and_actin_regulator_2_","hsa_circ_0007769","chr6:144086397-144086935","PHACTR2","_ESTROGEN_RESPONSE_EARLY","none","0.267810680731029","NM_001100166","nA","+",0.0762211621044236,0,1.13712381101522,0
"phosphatase_and_actin_regulator_2_","unknown","chr6:144086397-144098520","PHACTR2","_ESTROGEN_RESPONSE_EARLY","none","nA","NM_001100166","nA","-",0,0,0.40611564679115,0
"utrophin_","hsa_circ_0009096","chr6:144772505-144780490","UTRN","_ESTROGEN_RESPONSE_EARLY","none","0.956039963452463","NM_007124","nA","-",0.0762211621044236,0,0.56856190550761,0.103986654214149
"utrophin_","hsa_circ_0004826","chr6:144808683-144814592","UTRN","_ESTROGEN_RESPONSE_EARLY","none","0.992679582006828","NM_007124","nA","+",0.190552905261059,0,8.04108980646478,0.693244361427662
"utrophin_","hsa_circ_0004327","chr6:144808683-144832259","UTRN","_ESTROGEN_RESPONSE_EARLY","none","0.999536375067229","NM_007124","nA","+",0.190552905261059,0,1.05590068165699,0
